conv_id,turno,fecha,hora,canal,texto_entrada,texto_salida,intencion_detectada,confianza_watson,sentimiento,csat_estimado,transaccion_realizada,resolucion,duracion_min,num_turnos_conv
CONV-0071,4,2024-12-06,01:43:00,App Móvil,¿Cuándo se ve reflejado?,El pago se refleja en un plazo de 24 a 48 horas hábiles. ¿Hay algo más en lo que pueda ayudarte?,Pago tarjeta de crédito,0.77,positivo,4.5,Pago tarjeta de crédito,Resuelta,10,5
CONV-0071,5,2024-12-06,01:38:00,App Móvil,"No, gracias",¡Con gusto! Que tengas excelente día. Recuerda que puedes pagar también desde Banorte Móvil. ¡Hasta luego!,Pago tarjeta de crédito,0.88,positivo,4.2,Pago tarjeta de crédito,Resuelta,10,5
CONV-0072,1,2024-11-03,19:27:00,App Móvil,Necesito pagar mi tarjeta de crédito,"Con gusto te ayudo. ¿Deseas pagar el mínimo, el total o un monto específico?",Pago tarjeta de crédito,0.72,positivo,4.3,Pago tarjeta de crédito,Resuelta,6,4
CONV-0072,2,2024-11-03,19:28:00,App Móvil,Quiero pagar el total,"El saldo total de tu tarjeta es $34,407.76 MXN. ¿Confirmas el pago completo desde tu cuenta de débito?",Pago tarjeta de crédito,0.83,positivo,4.8,Pago tarjeta de crédito,Resuelta,6,4
CONV-0072,3,2024-11-03,19:31:00,App Móvil,"Sí, confirmo","Procesando pago... ✅ Pago realizado por $46,540.14 MXN. Folio: BNR721985193. Tu saldo quedará en $0. ¿Algo más?",Pago tarjeta de crédito,0.82,positivo,4.7,Pago tarjeta de crédito,Resuelta,6,4
CONV-0072,4,2024-11-03,19:30:00,App Móvil,¿Cuándo se ve reflejado?,El pago se refleja en un plazo de 24 a 48 horas hábiles. ¿Hay algo más en lo que pueda ayudarte?,Pago tarjeta de crédito,0.97,positivo,3.8,Pago tarjeta de crédito,Resuelta,6,4
CONV-0073,1,2024-10-21,05:07:00,Web,"Hola, quiero saber mi saldo",¡Hola! Con gusto te ayudo. ¿Me puedes proporcionar tu número de cliente o los últimos 4 dígitos de tu tarjeta?,Consulta de saldo,0.85,positivo,3.9,Consulta de saldo,Resuelta,4,4
CONV-0073,2,2024-10-21,05:08:00,Web,"Sí, mis últimos 4 dígitos son 7322","Gracias. Para confirmar tu identidad, ¿me puedes decir tu fecha de nacimiento?",Consulta de saldo,0.77,positivo,4.1,Consulta de saldo,Resuelta,4,4
CONV-0073,3,2024-10-21,05:09:00,Web,Mi fecha de nacimiento es 23/01/1990,"Perfecto, verificando información... Tu saldo disponible es $114,871.50 MXN. ¿Hay algo más en lo que pueda ayudarte?",Consulta de saldo,0.84,positivo,4.6,Consulta de saldo,Resuelta,4,4
CONV-0073,4,2024-10-21,05:16:00,Web,"No, muchas gracias",¡Con mucho gusto! Recuerda que puedes consultar tu saldo también desde la app Banorte Móvil. ¡Hasta luego!,Consulta de saldo,0.73,positivo,3.8,Consulta de saldo,Resuelta,4,4
CONV-0074,1,2024-12-12,06:11:00,App Móvil,"Hola, quiero saber mi saldo",¡Hola! Con gusto te ayudo. ¿Me puedes proporcionar tu número de cliente o los últimos 4 dígitos de tu tarjeta?,Apertura de cuenta,0.83,positivo,4.7,Apertura de cuenta,Resuelta,13,4
CONV-0074,2,2024-12-12,06:12:00,App Móvil,"Sí, mis últimos 4 dígitos son 5570","Gracias. Para confirmar tu identidad, ¿me puedes decir tu fecha de nacimiento?",Apertura de cuenta,0.87,positivo,4.1,Apertura de cuenta,Resuelta,13,4
CONV-0074,3,2024-12-12,06:17:00,App Móvil,Mi fecha de nacimiento es 16/09/1991,"Perfecto, verificando información... Tu saldo disponible es $76,169.71 MXN. ¿Hay algo más en lo que pueda ayudarte?",Apertura de cuenta,0.8,positivo,5.0,Apertura de cuenta,Resuelta,13,4
CONV-0074,4,2024-12-12,06:20:00,App Móvil,"No, muchas gracias",¡Con mucho gusto! Recuerda que puedes consultar tu saldo también desde la app Banorte Móvil. ¡Hasta luego!,Apertura de cuenta,0.8,positivo,4.3,Apertura de cuenta,Resuelta,13,4
CONV-0075,1,2024-12-04,05:58:00,WhatsApp,Tengo un cargo que no reconozco,Lamento el inconveniente. ¿Me puedes decir el monto del cargo y la fecha aproximada?,Aclaración de cargo,0.86,negativo,2.3,Aclaración de cargo,Resuelta,13,4
CONV-0075,2,2024-12-04,06:00:00,WhatsApp,"Es un cargo de $9,330 del 20/10/2024",Entiendo. Voy a revisar el detalle de ese movimiento. Un momento por favor...,Aclaración de cargo,0.95,negativo,2.9,Aclaración de cargo,Resuelta,13,4
CONV-0075,3,2024-12-04,06:04:00,WhatsApp,Encontré el cargo en tu cuenta. Aparece como UBER EATS MX. ¿Recuerdas haber comprado ahí?,"No, definitivamente no reconozco ese cargo",Aclaración de cargo,0.88,negativo,2.7,Aclaración de cargo,Resuelta,13,4
CONV-0075,4,2024-12-04,06:07:00,WhatsApp,Procederé a generar una aclaración formal. Folio: BNR483695617. El proceso tarda de 5 a 10 días hábiles.,¿Me harán un cargo temporal?,Aclaración de cargo,0.92,negativo,2.3,Aclaración de cargo,Resuelta,13,4
CONV-0076,1,2024-11-20,09:43:00,Web,"Hola, quiero saber mi saldo",¡Hola! Con gusto te ayudo. ¿Me puedes proporcionar tu número de cliente o los últimos 4 dígitos de tu tarjeta?,Consulta de saldo,0.8,positivo,3.7,Consulta de saldo,Resuelta,6,4
CONV-0076,2,2024-11-20,09:46:00,Web,"Sí, mis últimos 4 dígitos son 7143","Gracias. Para confirmar tu identidad, ¿me puedes decir tu fecha de nacimiento?",Consulta de saldo,0.83,positivo,4.4,Consulta de saldo,Resuelta,6,4
CONV-0076,3,2024-11-20,09:45:00,Web,Mi fecha de nacimiento es 10/11/1980,"Perfecto, verificando información... Tu saldo disponible es $10,689.32 MXN. ¿Hay algo más en lo que pueda ayudarte?",Consulta de saldo,0.97,positivo,4.5,Consulta de saldo,Resuelta,6,4
CONV-0076,4,2024-11-20,09:52:00,Web,"No, muchas gracias",¡Con mucho gusto! Recuerda que puedes consultar tu saldo también desde la app Banorte Móvil. ¡Hasta luego!,Consulta de saldo,0.95,positivo,3.7,Consulta de saldo,Resuelta,6,4
CONV-0077,1,2024-10-08,08:05:00,WhatsApp,Quiero hacer una transferencia,"Claro, puedo ayudarte con eso. ¿A qué banco deseas transferir y cuál es el monto?",Transferencia realizada,0.93,positivo,5.0,Transferencia realizada,Resuelta,6,4
CONV-0077,2,2024-10-08,08:08:00,WhatsApp,"Quiero transferir $48,747 pesos a BBVA",Entendido. Para proceder necesito la CLABE interbancaria del destinatario de 18 dígitos.,Transferencia realizada,0.84,positivo,4.0,Transferencia realizada,Resuelta,6,4
CONV-0077,3,2024-10-08,08:09:00,WhatsApp,La CLABE es 650496273226261142,"Gracias. Confirma: transferencia de $44,238 MXN a CLABE 880879919623419964. ¿Es correcto?",Transferencia realizada,0.96,positivo,4.4,Transferencia realizada,Resuelta,6,4
CONV-0077,4,2024-10-08,08:14:00,WhatsApp,"Sí, es correcto",Procesando tu transferencia... ✅ Transferencia realizada exitosamente. Folio: BNR235799523. ¿Algo más?,Transferencia realizada,0.73,positivo,5.0,Transferencia realizada,Resuelta,6,4
CONV-0078,1,2024-12-13,10:59:00,WhatsApp,Qué promociones tienen para el Buen Fin,"¡Hola! 🎉 Tenemos excelentes promociones para el Buen Fin. ¿Te interesa conocer meses sin intereses, cashback o descuentos en tiendas específicas?",Información de promociones Buen Fin,0.82,positivo,5.0,Información de promociones Buen Fin,Resuelta,10,4
CONV-0078,2,2024-12-13,11:02:00,WhatsApp,Meses sin intereses,"¡Perfecto! Con tu tarjeta Banorte tienes hasta 18 MSI en tiendas participantes como Liverpool, Palacio de Hierro, Coppel y más de 500 establecimientos.",Información de promociones Buen Fin,0.98,positivo,4.6,Información de promociones Buen Fin,Resuelta,10,4
CONV-0078,3,2024-12-13,11:01:00,WhatsApp,¿Aplica en Amazon?,"Sí, Amazon participa con hasta 12 MSI en compras mayores a $500 MXN. ¿Te gustaría ver el catálogo completo de participantes?",Información de promociones Buen Fin,0.84,positivo,4.6,Información de promociones Buen Fin,Resuelta,10,4
CONV-0078,4,2024-12-13,11:08:00,WhatsApp,Sí por favor,Aquí tienes el enlace: banorte.com/buenfin2024 📱 También puedes activar notificaciones en la app para no perderte ninguna oferta. ¿Algo más?,Información de promociones Buen Fin,0.81,positivo,4.6,Información de promociones Buen Fin,Resuelta,10,4
CONV-0079,1,2024-12-25,21:40:00,Web,Hola necesito ayuda,¡Hola! Bienvenido a Banorte. ¿En qué puedo ayudarte el día de hoy?,Sin transacción (abandono),0.74,negativo,2.5,Sin transacción (abandono),Abandonada,4,4
CONV-0079,2,2024-12-25,21:43:00,Web,Quiero...,"Claro, con mucho gusto. ¿En qué te puedo apoyar?",Sin transacción (abandono),0.88,negativo,1.8,Sin transacción (abandono),Abandonada,4,4
CONV-0079,3,2024-12-25,21:42:00,Web,(sin respuesta),¿Sigues ahí? Si necesitas ayuda no dudes en escribirme. Estoy aquí para apoyarte.,Sin transacción (abandono),0.84,negativo,1.6,Sin transacción (abandono),Abandonada,4,4
CONV-0079,4,2024-12-25,21:46:00,Web,(conexión perdida),"Parece que se interrumpió la conexión. Si necesitas ayuda, puedes contactarnos de nuevo. ¡Hasta luego!",Sin transacción (abandono),0.95,negativo,2.4,Sin transacción (abandono),Abandonada,4,4
CONV-0080,1,2024-11-14,09:26:00,Teléfono,Qué promociones tienen para el Buen Fin,"¡Hola! 🎉 Tenemos excelentes promociones para el Buen Fin. ¿Te interesa conocer meses sin intereses, cashback o descuentos en tiendas específicas?",Información de promociones Buen Fin,0.96,positivo,5.0,Información de promociones Buen Fin,Resuelta,5,5
CONV-0080,2,2024-11-14,09:29:00,Teléfono,Meses sin intereses,"¡Perfecto! Con tu tarjeta Banorte tienes hasta 18 MSI en tiendas participantes como Liverpool, Palacio de Hierro, Coppel y más de 500 establecimientos.",Información de promociones Buen Fin,0.91,positivo,4.5,Información de promociones Buen Fin,Resuelta,5,5
CONV-0080,3,2024-11-14,09:30:00,Teléfono,¿Aplica en Amazon?,"Sí, Amazon participa con hasta 12 MSI en compras mayores a $500 MXN. ¿Te gustaría ver el catálogo completo de participantes?",Información de promociones Buen Fin,0.74,positivo,4.6,Información de promociones Buen Fin,Resuelta,5,5
CONV-0080,4,2024-11-14,09:29:00,Teléfono,Sí por favor,Aquí tienes el enlace: banorte.com/buenfin2024 📱 También puedes activar notificaciones en la app para no perderte ninguna oferta. ¿Algo más?,Información de promociones Buen Fin,0.88,positivo,4.7,Información de promociones Buen Fin,Resuelta,5,5
CONV-0080,5,2024-11-14,09:34:00,Teléfono,"No eso es todo, gracias",¡Con mucho gusto! Aprovecha las promociones. ¡Hasta luego y buen Buen Fin! 🛍️,Información de promociones Buen Fin,0.8,positivo,5.0,Información de promociones Buen Fin,Resuelta,5,5
CONV-0081,1,2024-11-01,15:15:00,Web,Quiero hacer una transferencia,"Claro, puedo ayudarte con eso. ¿A qué banco deseas transferir y cuál es el monto?",Transferencia realizada,0.9,positivo,4.8,Transferencia realizada,Resuelta,9,4
CONV-0081,2,2024-11-01,15:18:00,Web,"Quiero transferir $48,330 pesos a BBVA",Entendido. Para proceder necesito la CLABE interbancaria del destinatario de 18 dígitos.,Transferencia realizada,0.76,positivo,4.8,Transferencia realizada,Resuelta,9,4
CONV-0081,3,2024-11-01,15:19:00,Web,La CLABE es 592294115630295596,"Gracias. Confirma: transferencia de $47,464 MXN a CLABE 206615498085133138. ¿Es correcto?",Transferencia realizada,0.95,positivo,4.1,Transferencia realizada,Resuelta,9,4
CONV-0081,4,2024-11-01,15:18:00,Web,"Sí, es correcto",Procesando tu transferencia... ✅ Transferencia realizada exitosamente. Folio: BNR567447503. ¿Algo más?,Transferencia realizada,0.75,positivo,4.7,Transferencia realizada,Resuelta,9,4
CONV-0082,1,2024-10-19,05:04:00,Web,"Hola, quiero saber mi saldo",¡Hola! Con gusto te ayudo. ¿Me puedes proporcionar tu número de cliente o los últimos 4 dígitos de tu tarjeta?,Consulta de saldo,0.78,positivo,4.0,Consulta de saldo,Resuelta,4,4
CONV-0082,2,2024-10-19,05:07:00,Web,"Sí, mis últimos 4 dígitos son 6820","Gracias. Para confirmar tu identidad, ¿me puedes decir tu fecha de nacimiento?",Consulta de saldo,0.86,positivo,3.7,Consulta de saldo,Resuelta,4,4
CONV-0082,3,2024-10-19,05:06:00,Web,Mi fecha de nacimiento es 15/12/1989,"Perfecto, verificando información... Tu saldo disponible es $15,005.45 MXN. ¿Hay algo más en lo que pueda ayudarte?",Consulta de saldo,0.8,positivo,4.0,Consulta de saldo,Resuelta,4,4
CONV-0082,4,2024-10-19,05:13:00,Web,"No, muchas gracias",¡Con mucho gusto! Recuerda que puedes consultar tu saldo también desde la app Banorte Móvil. ¡Hasta luego!,Consulta de saldo,0.86,positivo,4.3,Consulta de saldo,Resuelta,4,4
CONV-0083,1,2024-11-07,18:34:00,App Móvil,Necesito pagar mi tarjeta de crédito,"Con gusto te ayudo. ¿Deseas pagar el mínimo, el total o un monto específico?",Pago tarjeta de crédito,0.73,positivo,4.1,Pago tarjeta de crédito,Resuelta,6,5
CONV-0083,2,2024-11-07,18:36:00,App Móvil,Quiero pagar el total,"El saldo total de tu tarjeta es $15,310.80 MXN. ¿Confirmas el pago completo desde tu cuenta de débito?",Pago tarjeta de crédito,0.73,positivo,4.5,Pago tarjeta de crédito,Resuelta,6,5
CONV-0083,3,2024-11-07,18:36:00,App Móvil,"Sí, confirmo","Procesando pago... ✅ Pago realizado por $22,876.12 MXN. Folio: BNR523469229. Tu saldo quedará en $0. ¿Algo más?",Pago tarjeta de crédito,0.95,positivo,4.6,Pago tarjeta de crédito,Resuelta,6,5
CONV-0083,4,2024-11-07,18:43:00,App Móvil,¿Cuándo se ve reflejado?,El pago se refleja en un plazo de 24 a 48 horas hábiles. ¿Hay algo más en lo que pueda ayudarte?,Pago tarjeta de crédito,0.92,positivo,4.6,Pago tarjeta de crédito,Resuelta,6,5
CONV-0083,5,2024-11-07,18:38:00,App Móvil,"No, gracias",¡Con gusto! Que tengas excelente día. Recuerda que puedes pagar también desde Banorte Móvil. ¡Hasta luego!,Pago tarjeta de crédito,0.94,positivo,4.6,Pago tarjeta de crédito,Resuelta,6,5
CONV-0084,1,2024-10-29,15:51:00,App Móvil,Quiero hacer una transferencia,"Claro, puedo ayudarte con eso. ¿A qué banco deseas transferir y cuál es el monto?",Transferencia realizada,0.83,positivo,4.6,Transferencia realizada,Resuelta,3,5
CONV-0084,2,2024-10-29,15:54:00,App Móvil,"Quiero transferir $40,409 pesos a BBVA",Entendido. Para proceder necesito la CLABE interbancaria del destinatario de 18 dígitos.,Transferencia realizada,0.89,positivo,4.9,Transferencia realizada,Resuelta,3,5
CONV-0084,3,2024-10-29,15:53:00,App Móvil,La CLABE es 978145900992177905,"Gracias. Confirma: transferencia de $20,618 MXN a CLABE 807053260119391038. ¿Es correcto?",Transferencia realizada,0.81,positivo,4.5,Transferencia realizada,Resuelta,3,5
CONV-0084,4,2024-10-29,15:54:00,App Móvil,"Sí, es correcto",Procesando tu transferencia... ✅ Transferencia realizada exitosamente. Folio: BNR727906148. ¿Algo más?,Transferencia realizada,0.93,positivo,4.2,Transferencia realizada,Resuelta,3,5
CONV-0084,5,2024-10-29,15:55:00,App Móvil,"No, eso es todo",¡Perfecto! Tu operación fue completada. Recibirás una notificación de confirmación. ¡Hasta luego!,Transferencia realizada,0.76,positivo,4.1,Transferencia realizada,Resuelta,3,5
CONV-0085,1,2024-11-03,20:16:00,WhatsApp,Tengo un cargo que no reconozco,Lamento el inconveniente. ¿Me puedes decir el monto del cargo y la fecha aproximada?,Aclaración de cargo,0.9,negativo,2.8,Aclaración de cargo,Resuelta,9,4
CONV-0085,2,2024-11-03,20:18:00,WhatsApp,"Es un cargo de $49,971 del 29/11/2024",Entiendo. Voy a revisar el detalle de ese movimiento. Un momento por favor...,Aclaración de cargo,0.89,negativo,3.3,Aclaración de cargo,Resuelta,9,4
CONV-0085,3,2024-11-03,20:22:00,WhatsApp,Encontré el cargo en tu cuenta. Aparece como OXXO. ¿Recuerdas haber comprado ahí?,"No, definitivamente no reconozco ese cargo",Aclaración de cargo,0.91,negativo,2.9,Aclaración de cargo,Resuelta,9,4
CONV-0085,4,2024-11-03,20:19:00,WhatsApp,Procederé a generar una aclaración formal. Folio: BNR908135928. El proceso tarda de 5 a 10 días hábiles.,¿Me harán un cargo temporal?,Aclaración de cargo,0.8,negativo,2.9,Aclaración de cargo,Resuelta,9,4
CONV-0086,1,2024-10-29,09:18:00,Web,Necesito pagar mi tarjeta de crédito,"Con gusto te ayudo. ¿Deseas pagar el mínimo, el total o un monto específico?",Pago tarjeta de crédito,0.8,positivo,3.9,Pago tarjeta de crédito,Resuelta,4,4
CONV-0086,2,2024-10-29,09:21:00,Web,Quiero pagar el total,"El saldo total de tu tarjeta es $75,378.94 MXN. ¿Confirmas el pago completo desde tu cuenta de débito?",Pago tarjeta de crédito,0.79,positivo,4.6,Pago tarjeta de crédito,Resuelta,4,4
CONV-0086,3,2024-10-29,09:20:00,Web,"Sí, confirmo","Procesando pago... ✅ Pago realizado por $53,740.00 MXN. Folio: BNR109563155. Tu saldo quedará en $0. ¿Algo más?",Pago tarjeta de crédito,0.74,positivo,3.9,Pago tarjeta de crédito,Resuelta,4,4
CONV-0086,4,2024-10-29,09:27:00,Web,¿Cuándo se ve reflejado?,El pago se refleja en un plazo de 24 a 48 horas hábiles. ¿Hay algo más en lo que pueda ayudarte?,Pago tarjeta de crédito,0.75,positivo,4.2,Pago tarjeta de crédito,Resuelta,4,4
CONV-0087,1,2024-12-22,23:01:00,Web,Quiero mi estado de cuenta,Con gusto. ¿Deseas el estado de cuenta del mes actual o de un periodo anterior?,Consulta de estado de cuenta,0.83,neutro,4.2,Consulta de estado de cuenta,Resuelta,13,5
CONV-0087,2,2024-12-22,23:02:00,Web,Del mes pasado,Entendido. ¿Prefieres recibirlo por correo electrónico o descargarlo desde la app?,Consulta de estado de cuenta,0.77,neutro,3.4,Consulta de estado de cuenta,Resuelta,13,5
CONV-0087,3,2024-12-22,23:05:00,Web,Por correo por favor,Perfecto. ¿Confirmas que tu correo registrado es jose21@hotmail.com?,Consulta de estado de cuenta,0.84,neutro,4.1,Consulta de estado de cuenta,Resuelta,13,5
CONV-0087,4,2024-12-22,23:07:00,Web,"Sí, ese es mi correo",✅ Estado de cuenta enviado a pedro20@yahoo.com.mx. Llegará en los próximos minutos. ¿Algo más?,Consulta de estado de cuenta,0.95,neutro,3.9,Consulta de estado de cuenta,Resuelta,13,5
CONV-0087,5,2024-12-22,23:05:00,Web,No gracias,¡Con mucho gusto! ¿Sabías que también puedes ver tu estado de cuenta en línea desde banorte.com? ¡Hasta luego!,Consulta de estado de cuenta,0.97,neutro,4.0,Consulta de estado de cuenta,Resuelta,13,5
CONV-0088,1,2024-10-27,14:21:00,Web,Quiero mi estado de cuenta,Con gusto. ¿Deseas el estado de cuenta del mes actual o de un periodo anterior?,Consulta de estado de cuenta,0.8,neutro,3.5,Consulta de estado de cuenta,Resuelta,7,4
CONV-0088,2,2024-10-27,14:22:00,Web,Del mes pasado,Entendido. ¿Prefieres recibirlo por correo electrónico o descargarlo desde la app?,Consulta de estado de cuenta,0.72,neutro,3.5,Consulta de estado de cuenta,Resuelta,7,4
CONV-0088,3,2024-10-27,14:23:00,Web,Por correo por favor,Perfecto. ¿Confirmas que tu correo registrado es lucia82@hotmail.com?,Consulta de estado de cuenta,0.81,neutro,4.0,Consulta de estado de cuenta,Resuelta,7,4
CONV-0088,4,2024-10-27,14:27:00,Web,"Sí, ese es mi correo",✅ Estado de cuenta enviado a sofia95@gmail.com. Llegará en los próximos minutos. ¿Algo más?,Consulta de estado de cuenta,0.76,neutro,3.5,Consulta de estado de cuenta,Resuelta,7,4
CONV-0089,1,2024-11-20,21:33:00,Teléfono,"Hola, quiero saber mi saldo",¡Hola! Con gusto te ayudo. ¿Me puedes proporcionar tu número de cliente o los últimos 4 dígitos de tu tarjeta?,Consulta de saldo,0.84,positivo,3.9,Consulta de saldo,Resuelta,4,4
CONV-0089,2,2024-11-20,21:35:00,Teléfono,"Sí, mis últimos 4 dígitos son 6149","Gracias. Para confirmar tu identidad, ¿me puedes decir tu fecha de nacimiento?",Consulta de saldo,0.87,positivo,4.5,Consulta de saldo,Resuelta,4,4
CONV-0089,3,2024-11-20,21:39:00,Teléfono,Mi fecha de nacimiento es 12/03/2000,"Perfecto, verificando información... Tu saldo disponible es $25,930.57 MXN. ¿Hay algo más en lo que pueda ayudarte?",Consulta de saldo,0.87,positivo,4.3,Consulta de saldo,Resuelta,4,4
CONV-0089,4,2024-11-20,21:42:00,Teléfono,"No, muchas gracias",¡Con mucho gusto! Recuerda que puedes consultar tu saldo también desde la app Banorte Móvil. ¡Hasta luego!,Consulta de saldo,0.94,positivo,3.9,Consulta de saldo,Resuelta,4,4
CONV-0090,1,2024-11-16,13:54:00,App Móvil,Necesito pagar mi tarjeta de crédito,"Con gusto te ayudo. ¿Deseas pagar el mínimo, el total o un monto específico?",Pago tarjeta de crédito,0.76,positivo,4.3,Pago tarjeta de crédito,Resuelta,4,5
CONV-0090,2,2024-11-16,13:56:00,App Móvil,Quiero pagar el total,"El saldo total de tu tarjeta es $21,478.08 MXN. ¿Confirmas el pago completo desde tu cuenta de débito?",Pago tarjeta de crédito,0.92,positivo,3.9,Pago tarjeta de crédito,Resuelta,4,5
CONV-0090,3,2024-11-16,13:56:00,App Móvil,"Sí, confirmo","Procesando pago... ✅ Pago realizado por $1,801.40 MXN. Folio: BNR750112695. Tu saldo quedará en $0. ¿Algo más?",Pago tarjeta de crédito,0.95,positivo,4.7,Pago tarjeta de crédito,Resuelta,4,5
CONV-0090,4,2024-11-16,13:57:00,App Móvil,¿Cuándo se ve reflejado?,El pago se refleja en un plazo de 24 a 48 horas hábiles. ¿Hay algo más en lo que pueda ayudarte?,Pago tarjeta de crédito,0.83,positivo,4.8,Pago tarjeta de crédito,Resuelta,4,5
CONV-0090,5,2024-11-16,13:58:00,App Móvil,"No, gracias",¡Con gusto! Que tengas excelente día. Recuerda que puedes pagar también desde Banorte Móvil. ¡Hasta luego!,Pago tarjeta de crédito,0.77,positivo,4.5,Pago tarjeta de crédito,Resuelta,4,5
CONV-0091,1,2024-12-22,01:01:00,Web,"Hola, quiero saber mi saldo",¡Hola! Con gusto te ayudo. ¿Me puedes proporcionar tu número de cliente o los últimos 4 dígitos de tu tarjeta?,Consulta de saldo,0.99,positivo,3.7,Consulta de saldo,Resuelta,11,4
CONV-0091,2,2024-12-22,01:02:00,Web,"Sí, mis últimos 4 dígitos son 2878","Gracias. Para confirmar tu identidad, ¿me puedes decir tu fecha de nacimiento?",Consulta de saldo,0.78,positivo,4.5,Consulta de saldo,Resuelta,11,4
CONV-0091,3,2024-12-22,01:05:00,Web,Mi fecha de nacimiento es 03/08/1975,"Perfecto, verificando información... Tu saldo disponible es $93,049.34 MXN. ¿Hay algo más en lo que pueda ayudarte?",Consulta de saldo,0.74,positivo,4.0,Consulta de saldo,Resuelta,11,4
CONV-0091,4,2024-12-22,01:10:00,Web,"No, muchas gracias",¡Con mucho gusto! Recuerda que puedes consultar tu saldo también desde la app Banorte Móvil. ¡Hasta luego!,Consulta de saldo,0.92,positivo,4.1,Consulta de saldo,Resuelta,11,4
CONV-0092,1,2024-10-05,07:45:00,Web,Necesito pagar mi tarjeta de crédito,"Con gusto te ayudo. ¿Deseas pagar el mínimo, el total o un monto específico?",Pago tarjeta de crédito,0.89,positivo,4.7,Pago tarjeta de crédito,Resuelta,9,5
CONV-0092,2,2024-10-05,07:48:00,Web,Quiero pagar el total,"El saldo total de tu tarjeta es $12,353.58 MXN. ¿Confirmas el pago completo desde tu cuenta de débito?",Pago tarjeta de crédito,0.73,positivo,4.2,Pago tarjeta de crédito,Resuelta,9,5
CONV-0092,3,2024-10-05,07:49:00,Web,"Sí, confirmo","Procesando pago... ✅ Pago realizado por $29,570.86 MXN. Folio: BNR611051706. Tu saldo quedará en $0. ¿Algo más?",Pago tarjeta de crédito,0.8,positivo,4.2,Pago tarjeta de crédito,Resuelta,9,5
CONV-0092,4,2024-10-05,07:51:00,Web,¿Cuándo se ve reflejado?,El pago se refleja en un plazo de 24 a 48 horas hábiles. ¿Hay algo más en lo que pueda ayudarte?,Pago tarjeta de crédito,0.77,positivo,4.7,Pago tarjeta de crédito,Resuelta,9,5
CONV-0092,5,2024-10-05,07:53:00,Web,"No, gracias",¡Con gusto! Que tengas excelente día. Recuerda que puedes pagar también desde Banorte Móvil. ¡Hasta luego!,Pago tarjeta de crédito,0.93,positivo,4.0,Pago tarjeta de crédito,Resuelta,9,5
CONV-0093,1,2024-12-26,00:15:00,Teléfono,Qué promociones tienen para el Buen Fin,"¡Hola! 🎉 Tenemos excelentes promociones para el Buen Fin. ¿Te interesa conocer meses sin intereses, cashback o descuentos en tiendas específicas?",Información de promociones Buen Fin,0.88,positivo,4.5,Información de promociones Buen Fin,Resuelta,15,5
CONV-0093,2,2024-12-26,00:18:00,Teléfono,Meses sin intereses,"¡Perfecto! Con tu tarjeta Banorte tienes hasta 18 MSI en tiendas participantes como Liverpool, Palacio de Hierro, Coppel y más de 500 establecimientos.",Información de promociones Buen Fin,0.73,positivo,5.0,Información de promociones Buen Fin,Resuelta,15,5
CONV-0093,3,2024-12-26,00:19:00,Teléfono,¿Aplica en Amazon?,"Sí, Amazon participa con hasta 12 MSI en compras mayores a $500 MXN. ¿Te gustaría ver el catálogo completo de participantes?",Información de promociones Buen Fin,0.75,positivo,4.9,Información de promociones Buen Fin,Resuelta,15,5
CONV-0093,4,2024-12-26,00:24:00,Teléfono,Sí por favor,Aquí tienes el enlace: banorte.com/buenfin2024 📱 También puedes activar notificaciones en la app para no perderte ninguna oferta. ¿Algo más?,Información de promociones Buen Fin,0.84,positivo,4.6,Información de promociones Buen Fin,Resuelta,15,5
CONV-0093,5,2024-12-26,00:27:00,Teléfono,"No eso es todo, gracias",¡Con mucho gusto! Aprovecha las promociones. ¡Hasta luego y buen Buen Fin! 🛍️,Información de promociones Buen Fin,0.72,positivo,4.8,Información de promociones Buen Fin,Resuelta,15,5
CONV-0094,1,2024-11-09,10:57:00,WhatsApp,Quiero hacer una transferencia,"Claro, puedo ayudarte con eso. ¿A qué banco deseas transferir y cuál es el monto?",Transferencia realizada,0.98,positivo,4.3,Transferencia realizada,Resuelta,3,4
CONV-0094,2,2024-11-09,11:00:00,WhatsApp,"Quiero transferir $18,590 pesos a BBVA",Entendido. Para proceder necesito la CLABE interbancaria del destinatario de 18 dígitos.,Transferencia realizada,0.94,positivo,4.1,Transferencia realizada,Resuelta,3,4
CONV-0094,3,2024-11-09,11:03:00,WhatsApp,La CLABE es 623596053026184025,"Gracias. Confirma: transferencia de $25,879 MXN a CLABE 663605028164098910. ¿Es correcto?",Transferencia realizada,0.94,positivo,4.3,Transferencia realizada,Resuelta,3,4
CONV-0094,4,2024-11-09,11:00:00,WhatsApp,"Sí, es correcto",Procesando tu transferencia... ✅ Transferencia realizada exitosamente. Folio: BNR668430894. ¿Algo más?,Transferencia realizada,0.83,positivo,4.6,Transferencia realizada,Resuelta,3,4
CONV-0095,1,2024-12-16,21:23:00,Web,Necesito pagar mi tarjeta de crédito,"Con gusto te ayudo. ¿Deseas pagar el mínimo, el total o un monto específico?",Pago tarjeta de crédito,0.87,positivo,4.4,Pago tarjeta de crédito,Resuelta,3,4
CONV-0095,2,2024-12-16,21:24:00,Web,Quiero pagar el total,"El saldo total de tu tarjeta es $73,843.58 MXN. ¿Confirmas el pago completo desde tu cuenta de débito?",Pago tarjeta de crédito,0.79,positivo,4.5,Pago tarjeta de crédito,Resuelta,3,4
